Name,MB,Year,House
Katie Pince,4,6,Slytherin
Ted Warrington,14,6,Ravenclaw
Marcus Slinkhard,15,5,Ravenclaw
Malkin Timms,5,3,Ravenclaw
Arabella Fortescue,11,5,Hufflepuff
The Grey Lady Clearwater,5,2,Ravenclaw
Hengist of Woodcroft Vector,8,4,Hufflepuff
Theodore Figg,2,2,Slytherin
Uric Delaney-Podmore,8,2,Hufflepuff
Reginald Shacklebolt,12,2,Ravenclaw
Reginald Vane,15,3,Ravenclaw
Hengist of Woodcroft Sprout,8,3,Hufflepuff
Barberus Volkov,6,5,Gryffindor
Newton Gryffindor,4,6,Slytherin
Rolanda Diggory,4,5,Slytherin
Hedwig Oswald,8,4,Hufflepuff
Kingsley Jorkins,2,3,Slytherin
Evan Hopkirk,12,4,Ravenclaw
Pansy Helga,3,4,Slytherin
Wilfred Filch,4,6,Slytherin
Morgana Peasegood,16,2,Ravenclaw
Augustus Dursley,13,5,Ravenclaw
Piers ,16,5,Ravenclaw
Ripper Thicknesse,10,6,Hufflepuff
Lord Voldemort Prang,5,4,Ravenclaw
Arsenius Doreen,5,4,Ravenclaw
Armando Bode,16,6,Ravenclaw
Barnabas the Barmy Bell,3,2,Slytherin
Kendra Bulstrode,8,2,Hufflepuff
Malkin Lestrange,8,2,Hufflepuff
Alecto Slinkhard,6,5,Gryffindor
Barnabas the Barmy Quirrell,3,6,Slytherin
Violet Snape,8,2,Hufflepuff
Alice Flamel,1,3,Gryffindor
Rita Sprout,1,5,Gryffindor
Hokey Goyle,4,6,Slytherin
Clara Creevey,5,6,Ravenclaw
Ivan Brown,9,3,Slytherin
Augustus Zograf,2,2,Slytherin
Thomas Burbage,10,2,Hufflepuff
Quirinus Vulchanov,16,5,Ravenclaw
Bob Pennifold,3,4,Slytherin
Alicia Grindelwald,8,6,Hufflepuff
Marietta Prince,8,2,Hufflepuff
Millicent Bell,1,2,Gryffindor
Colin Fudge,13,5,Ravenclaw
Charlie Jones,8,6,Hufflepuff
Lavender Perks,15,3,Ravenclaw
Wendelin Peakes,12,5,Ravenclaw
Bozo Delaney-Podmore,11,6,Hufflepuff
Gilderoy Prang,12,2,Ravenclaw
Anthony Edgecombe,9,3,Slytherin
Gwenog Bagshot,11,2,Hufflepuff
Troy Black,7,5,Gryffindor
Violet Diggle,11,6,Hufflepuff
Wilhelmina Bagshot,3,5,Slytherin
Rita Finnigan,9,4,Slytherin
Charity Sprout,7,2,Gryffindor
Oliver Riddle,6,2,Gryffindor
Jean Patil,9,5,Slytherin
Miranda Thickey,1,6,Gryffindor
Ivan Turpin,7,5,Gryffindor
Dudley ,3,2,Slytherin
John Prewett,12,2,Ravenclaw
Patrick Bones,14,3,Ravenclaw
Dudley Thicknesse,14,5,Ravenclaw
Dean Gudgeon,3,6,Slytherin
Ripper Flamel,4,4,Slytherin
Wendelin Doge,16,6,Ravenclaw
Viktor Dawlish,16,3,Ravenclaw
Gladys Maxime,10,4,Hufflepuff
Helga Grindelwald,3,2,Slytherin
Elladora Bagshot,1,6,Gryffindor
Peeves MacNair,12,3,Ravenclaw
Eloise Belby,8,3,Hufflepuff
Muriel Peverell,2,6,Slytherin
Ernie Fortescue,9,2,Slytherin
James Polkiss,13,6,Ravenclaw
Colin Thickey,5,4,Ravenclaw
Ronan Davies,1,4,Gryffindor
Alphard Warrington,13,3,Ravenclaw
Sturgis Hooch,13,4,Ravenclaw
Susan Trimble,11,3,Hufflepuff
Tenebrus Slytherin,14,6,Ravenclaw
Alecto Longbottom,5,2,Ravenclaw
Cliodna Higgs,3,6,Slytherin
Bozo Midgeon,16,2,Ravenclaw
Muriel Thickey,16,4,Ravenclaw
Olympe Timms,3,5,Slytherin
Alice Edgecombe,6,4,Gryffindor
Hermione Whitby,10,2,Hufflepuff
Nearly Headless Nick Perks,15,4,Ravenclaw
Hedwig Doge,8,6,Hufflepuff
Dilys Morgan,1,2,Gryffindor
Rita Quirrell,1,4,Gryffindor
Dean Oswald,11,6,Hufflepuff
Goodwin Tonks,14,3,Ravenclaw
Dudley Pennifold,4,6,Slytherin
Lucius Smith,7,4,Gryffindor
Arsenius Moody,8,5,Hufflepuff
Padfoot Rabnott,15,5,Ravenclaw
Gwenog Kirke,4,6,Slytherin
Stubby Dolohov,5,5,Ravenclaw
Armando Crabbe,1,2,Gryffindor
Circe Trimble,9,5,Slytherin
Fingal the Fearless McGonagall,1,4,Gryffindor
Griphook Pomfrey,1,3,Gryffindor
Bathilda Trelawney,4,2,Slytherin
Ivan Pennifold,15,3,Ravenclaw
Augustus Slughorn,16,6,Ravenclaw
Oliver Bulstrode,15,6,Ravenclaw
Aberforth Bragge,5,2,Ravenclaw
Doris Smith,7,5,Gryffindor
Pomona Wood,6,5,Gryffindor
Catriona Johnson,16,5,Ravenclaw
Oliver Imago,12,2,Ravenclaw
Mundungus Podmore,2,2,Slytherin
Piers Peasegood,5,2,Ravenclaw
Wilbert Shacklebolt,16,2,Ravenclaw
Hamish Peasegood,3,5,Slytherin
Ptolemy Pettigrew,6,4,Gryffindor
Blaise Hufflepuff,5,5,Ravenclaw
Tom Warbeck,3,4,Slytherin
Rolanda Shacklebolt,2,6,Slytherin
Percy Parkinson,1,5,Gryffindor
Barnabas the Barmy Fletcher,10,4,Hufflepuff
George Zeller,3,3,Slytherin
Ginny Cresswell,10,2,Hufflepuff
Horace Switch,13,6,Ravenclaw
Pigwidgeon Abbott,5,2,Ravenclaw
Terence Dedalus,13,5,Ravenclaw
Clara Vane,8,3,Hufflepuff
Magorian Flamel,14,2,Ravenclaw
Modesty Millicent,1,4,Gryffindor
Stubby Peasegood,9,3,Slytherin
Silvanus Flamel,16,4,Ravenclaw
Doris Prewett,15,4,Ravenclaw
Bathilda Fortescue,3,4,Slytherin
Filius Smith,1,6,Gryffindor
Hepzibah MacNair,13,4,Ravenclaw
Andromeda Skeeter,14,3,Ravenclaw
Fang Hooch,4,2,Slytherin
Gwendolyn Rosier,6,2,Gryffindor
Cormac Dolohov,15,2,Ravenclaw
Goodwin Whitby,1,6,Gryffindor
Ptolemy Gaunt,15,6,Ravenclaw
Padma Whitby,6,4,Gryffindor
Scabior Zograf,1,2,Gryffindor
Griselda Turpin,8,6,Hufflepuff
Cliodna Millicent,16,6,Ravenclaw
Miranda Derwent,15,4,Ravenclaw
Rowena Mundungus,13,2,Ravenclaw
Inigo Doge,10,4,Hufflepuff
Justin Riddle,9,4,Slytherin
Hestia Parkinson,4,2,Slytherin
Ragnok Kettleburn,6,5,Gryffindor
Filius Derwent,16,3,Ravenclaw
Romilda Grunnion,15,2,Ravenclaw
Dobby Grunnion,2,6,Slytherin
Vincent Polkiss,9,4,Slytherin
Gertie Ravenclaw,11,3,Hufflepuff
Colin Ivanova,4,4,Slytherin
Winky Filch,11,3,Hufflepuff
James Carrow,6,4,Gryffindor
Circe Elphick,6,5,Gryffindor
Adalbert Lynch,6,5,Gryffindor
Wilfred Robins,7,6,Gryffindor
Dean MacFarlan,2,3,Slytherin
Garrick Lovegood,5,2,Ravenclaw
Xenophilius Snape,8,2,Hufflepuff
Firenze Flint,3,3,Slytherin
Gilderoy Lovegood,2,4,Slytherin
Broderick Zograf,14,5,Ravenclaw
Hermes Boardman,2,3,Slytherin
Godric Abbott,14,4,Ravenclaw
Yaxley Lestrange,9,4,Slytherin
Ernie Morgan,1,3,Gryffindor
Rolanda Goshawk,12,6,Ravenclaw
Severus Goshawk,16,6,Ravenclaw
Sirius McLaggen,6,2,Gryffindor
Peeves McClaggen,3,6,Slytherin
Wilkie Morgan,13,4,Ravenclaw
Orla Crockford,6,2,Gryffindor
Magorian Zeller,10,2,Hufflepuff
Petunia Rabnott,1,4,Gryffindor
Cassius Mundungus,1,5,Gryffindor
Morgana Bulstrode,12,5,Ravenclaw
Edgar Vulchanov,7,4,Gryffindor
Petunia Jones,5,6,Ravenclaw
Evan MacFarlan,9,6,Slytherin
Bozo Shacklebolt,9,4,Slytherin
Merlin Meliflua,11,5,Hufflepuff
Rita Peverell,16,4,Ravenclaw
Millicent Kettleburn,8,2,Hufflepuff
Marcus Prewett,3,4,Slytherin
Madam Poppy Creevey,11,2,Hufflepuff
Andromeda Johnson,7,6,Gryffindor
Septima Grubbly-Plank,13,4,Ravenclaw
Vincent Lockhart,14,5,Ravenclaw
Frank Kirke,13,5,Ravenclaw
Peter Doreen,11,3,Hufflepuff
Mundungus Pennifold,15,5,Ravenclaw
Justin Podmore,3,5,Slytherin
Amycus Lovegood,13,5,Ravenclaw
John Pince,9,5,Slytherin
Gilderoy Granger,4,5,Slytherin
Vaisey Figg,14,2,Ravenclaw
Amelia Susan Skeeter,3,6,Slytherin
Bilius Jorkins,1,5,Gryffindor
Kennilworthy Polkiss,12,3,Ravenclaw
Uric Goshawk,5,3,Ravenclaw
Augusta Midgeon,16,5,Ravenclaw
Gellert Boardman,8,4,Hufflepuff
Circe Delacour,10,4,Hufflepuff
Gilderoy Vane,11,2,Hufflepuff
Peeves Dippet,9,5,Slytherin
Bozo Lockhart,6,5,Gryffindor
Nymphadora Jones,4,5,Slytherin
Ptolemy Maxime,1,5,Gryffindor
Agatha Johnson,14,2,Ravenclaw
Kendra Peasegood,10,4,Hufflepuff
Cho Davies,9,5,Slytherin
Argus Cattermole,5,5,Ravenclaw
Alice Goyle,2,3,Slytherin
Celestina Slughorn,2,3,Slytherin
Fawkes Pince,4,6,Slytherin
The Grey Lady Timms,3,6,Slytherin
Michael Volkov,14,2,Ravenclaw
Buckbeak Potter,6,2,Gryffindor
Ivan Cattermole,15,3,Ravenclaw
Susan Figg,10,2,Hufflepuff
Hermes MacNair,10,2,Hufflepuff
Parvati Dumbledore,2,6,Slytherin
Avery Gudgeon,1,4,Gryffindor
Grawp Doreen,15,3,Ravenclaw
Charity Tonks,6,4,Gryffindor
Griphook Kettleburn,1,5,Gryffindor
Bathilda Keddle,7,2,Gryffindor
Travers Crouch,15,6,Ravenclaw
Elfrida Black,11,6,Hufflepuff
Hengist of Woodcroft Crockford,1,2,Gryffindor
Jimmy Shacklebolt,13,5,Ravenclaw
Madam Poppy Doreen,16,2,Ravenclaw
Quintius Pettigrew,1,2,Gryffindor
Ginny Delaney-Podmore,8,4,Hufflepuff
Demelza McClaggen,13,3,Ravenclaw
Rosmerta Trelawney,12,6,Ravenclaw
You-Know-Who Gaunt,11,4,Hufflepuff
Septima McGonagall,14,3,Ravenclaw
Trevor Binns,14,5,Ravenclaw
Angelina Clagg,15,6,Ravenclaw
Orla Peasegood,13,5,Ravenclaw
Avery Thicknesse,4,3,Slytherin
Olympe Pomfrey,4,4,Slytherin
Ignotus Goshawk,12,6,Ravenclaw
Arabella Parkinson,14,6,Ravenclaw
Silvanus Pennifold,9,6,Slytherin
Broderick Pettigrew,10,4,Hufflepuff
Cassius Rookwood,3,5,Slytherin
Elphias Burbage,16,2,Ravenclaw
Bill Johnson,16,6,Ravenclaw
Harry Fortescue,4,2,Slytherin
Avery Moody,1,6,Gryffindor
Fingal the Fearless Millicent,13,6,Ravenclaw
Jimmy Whisp,6,4,Gryffindor
Alicia Crabbe,10,6,Hufflepuff
Hestia Black,6,5,Gryffindor
Charlie Riddle,9,3,Slytherin
Dean Coote,10,4,Hufflepuff
Lisa Morgan,9,3,Slytherin
Moony Smith,15,2,Ravenclaw
Gellert Jones,13,5,Ravenclaw
Penelope Shacklebolt,15,5,Ravenclaw
Ron Goshawk,11,4,Hufflepuff
Mundungus Fortescue,3,2,Slytherin
Adalbert Goyle,1,5,Gryffindor
Broderick Diggory,10,6,Hufflepuff
Griphook Ravenclaw,13,5,Ravenclaw
Roger Robins,12,5,Ravenclaw
Hedwig Zograf,8,5,Hufflepuff
Violet Pennifold,10,4,Hufflepuff
Wilbert McLaggen,8,2,Hufflepuff
Andrew Fortescue,9,3,Slytherin
Irma Nott,9,6,Slytherin
Eloise Brown,9,5,Slytherin
Bogrod Edgecombe,1,5,Gryffindor
Ernie Chang,2,4,Slytherin
Charlie Delacour,9,2,Slytherin
Teddy Cattermole,2,6,Slytherin
Doris Grindelwald,7,3,Gryffindor
Muriel Mumps,4,3,Slytherin
Travers Midgeon,14,5,Ravenclaw
Alecto Potter,10,5,Hufflepuff
Marcus Rabnott,4,3,Slytherin
Michael Doreen,14,5,Ravenclaw
Magorian Potter,5,4,Ravenclaw
Petunia Meliflua,15,3,Ravenclaw
Buckbeak Tonks,15,3,Ravenclaw
Scabbers Figg,16,3,Ravenclaw
John Maxime,2,6,Slytherin
Merope Ollivander,9,2,Slytherin
Prongs Elphick,15,5,Ravenclaw
Cassandra Mundungus,14,6,Ravenclaw
Tenebrus Figg,4,2,Slytherin
Peeves Granger,2,4,Slytherin
Thomas Warbeck,5,4,Ravenclaw
Molly Granger,7,2,Gryffindor
Moony Zograf,12,4,Ravenclaw
Amos Jones,12,4,Ravenclaw
Millicent Prewett,11,3,Hufflepuff
Colin Hopkirk,13,3,Ravenclaw
Patrick Warbeck,15,4,Ravenclaw
Alicia Chang,8,4,Hufflepuff
Susan Krum,9,2,Slytherin
James Bagnold,14,6,Ravenclaw
Percy Goldstein,5,5,Ravenclaw
Marcus Belby,13,3,Ravenclaw
Dennis Ogden,3,2,Slytherin
Evan Trelawney,11,5,Hufflepuff
Quirinus Zabini,1,3,Gryffindor
Seamus Helga,4,4,Slytherin
Grawp Figg,12,3,Ravenclaw
Rosmerta Peasegood,16,4,Ravenclaw
Horace MacFarlan,5,5,Ravenclaw
Wormtail Vane,14,2,Ravenclaw
Modesty Mundungus,5,4,Ravenclaw
Araminta Gudgeon,8,6,Hufflepuff
John Dawlish,7,6,Gryffindor
Roger Moody,4,2,Slytherin
Marietta Umfraville,9,5,Slytherin
Eloise Gryffindor,5,6,Ravenclaw
Tenebrus Finch-Fletchley,2,4,Slytherin
Trevor Johnson,2,5,Slytherin
Tom Dedalus,8,4,Hufflepuff
Gladys Prince,8,3,Hufflepuff
Septima Peverell,7,3,Gryffindor
Cormac Whisp,3,3,Slytherin
Dedalus Whisp,5,2,Ravenclaw
Phineas Nigellus Jones,10,6,Hufflepuff
Silvanus Midgeon,10,2,Hufflepuff
Cliodna Lupin,12,2,Ravenclaw
Marietta Krum,11,3,Hufflepuff
Augusta Bagnold,2,4,Slytherin
Bellatrix Jorkins,6,3,Gryffindor
Hamish Purkiss,15,5,Ravenclaw
Filius Jigger,16,5,Ravenclaw
Rowena Grubbly-Plank,16,4,Ravenclaw
Yaxley Delacour,6,4,Gryffindor
Firenze Bode,9,2,Slytherin
Nearly Headless Nick Twycross,12,2,Ravenclaw
Rose Crabbe,13,5,Ravenclaw
Antioch Clearwater,16,5,Ravenclaw
Clara Trimble,9,5,Slytherin
Snivellus Dawlish,11,2,Hufflepuff
Cedric Gryffindor,14,2,Ravenclaw
Andrew Lynch,7,2,Gryffindor
Magorian Quirke,8,5,Hufflepuff
Alberic Grubbly-Plank,15,5,Ravenclaw
Hugo Vector,10,5,Hufflepuff
Arabella Pince,15,3,Ravenclaw
Rolanda Lupin,9,5,Slytherin
Demelza Gregorovitch,7,3,Gryffindor
Griselda Smith,16,6,Ravenclaw
Moran Flint,6,5,Gryffindor
Bane Hooch,11,4,Hufflepuff
Pomona Goshawk,2,6,Slytherin
Cliodna Corner,11,4,Hufflepuff
Arsenius Pennifold,1,4,Gryffindor
Blaise Bell,2,4,Slytherin
Ron Finch-Fletchley,10,2,Hufflepuff
Circe Imago,11,5,Hufflepuff
Blaise Diggle,5,5,Ravenclaw
Modesty Sprout,7,3,Gryffindor
Snivellus Kneen,16,4,Ravenclaw
Violet Dursley,12,3,Ravenclaw
Griselda Lynch,14,5,Ravenclaw
Igor Quirke,11,4,Hufflepuff
Magorian Gregorovitch,1,5,Gryffindor
Hamish Bryce,10,6,Hufflepuff
Ariana McClaggen,12,2,Ravenclaw
Jimmy Peverell,5,6,Ravenclaw
Ludo Grindelwald,13,3,Ravenclaw
Jean Kirke,13,3,Ravenclaw
Gilderoy Skeeter,10,6,Hufflepuff
Pigwidgeon Binns,3,6,Slytherin
Stan Weasley,6,4,Gryffindor
Antioch Bulstrode,3,2,Slytherin
Pigwidgeon Thicknesse,16,3,Ravenclaw
Bartemius Meliflua,16,3,Ravenclaw
Severus Pennifold,8,4,Hufflepuff
Modesty Midgeon,16,4,Ravenclaw
Dennis Goyle,6,6,Gryffindor
Peeves Lestrange,5,6,Ravenclaw
Elladora Purkiss,1,2,Gryffindor
Bloody Baron Binns,7,6,Gryffindor
Rita Morgan,3,4,Slytherin
Barnabas the Barmy Bulstrode,13,2,Ravenclaw
Bane Sprout,1,2,Gryffindor
Kendra Black,5,3,Ravenclaw
Godric Coote,14,5,Ravenclaw
Arsenius McGonagall,7,2,Gryffindor
Lucius Bulstrode,10,5,Hufflepuff
Jugson Fletcher,8,6,Hufflepuff
Cho Slughorn,3,4,Slytherin
Morgana Prang,4,4,Slytherin
Teddy Boardman,13,4,Ravenclaw
Daisy Brown,13,2,Ravenclaw
Quirinus Crockford,10,4,Hufflepuff
Elladora Carrow,7,6,Gryffindor
Quentin Jorkins,16,4,Ravenclaw
Buckbeak Imago,2,4,Slytherin
Oliver Helga,9,2,Slytherin
Kreacher Davies,14,6,Ravenclaw
Rowena Longbottom,3,5,Slytherin
Lily Umfraville,15,6,Ravenclaw
Dennis Bryce,11,6,Hufflepuff
Draco Robins,9,2,Slytherin
Scabbers Sprout,1,6,Gryffindor
Ripper Delacour,1,4,Gryffindor
Inigo Patil,11,5,Hufflepuff
Scabbers Potter,5,6,Ravenclaw
Goodwin Maxime,1,5,Gryffindor
Broderick Bryce,13,5,Ravenclaw
Katie Flint,9,3,Slytherin
Lavender Cresswell,12,2,Ravenclaw
Beedle Gaunt,4,2,Slytherin
Bertha Zabini,4,6,Slytherin
Wilkie Mimsey-Porpington,5,5,Ravenclaw
Nymphadora Millicent,7,5,Gryffindor
George Dolohov,3,3,Slytherin
Cormac Cattermole,2,6,Slytherin
Stubby Crockford,13,4,Ravenclaw
Lily Peasegood,3,6,Slytherin
Gertie McGonagall,10,2,Hufflepuff
Nagini Goldstein,2,5,Slytherin
Madam Rosmerta Pince,3,3,Slytherin
Petunia Mimsey-Porpington,9,3,Slytherin
Aberforth Meliflua,1,3,Gryffindor
Moony Prewett,15,3,Ravenclaw
Agatha Snape,7,4,Gryffindor
Bartemius Crouch Junior Mumps,15,2,Ravenclaw
Bozo Podmore,16,5,Ravenclaw
James Ogden,2,5,Slytherin
Ted Morgan,6,3,Gryffindor
Wilkie Mundungus,9,5,Slytherin
Zacharias Brown,14,2,Ravenclaw
Paracelsus Mostafa,7,5,Gryffindor
Adalbert Grindelwald,13,5,Ravenclaw
Dobby Slytherin,2,6,Slytherin
Phyllida Carrow,3,6,Slytherin
Newton Bode,2,2,Slytherin
Firenze Rosier,5,5,Ravenclaw
Alice Ravenclaw,13,6,Ravenclaw
Errol Cattermole,4,3,Slytherin
Helena Bryce,12,2,Ravenclaw
Tom Mundungus,6,3,Gryffindor
Fawkes Fudge,13,2,Ravenclaw
Luna Sprout,11,2,Hufflepuff
Phyllida Nott,3,5,Slytherin
Travers Flitwick,15,2,Ravenclaw
Narcissa Derwent,9,2,Slytherin
Mosag Slytherin,10,3,Hufflepuff
Aragog ,3,6,Slytherin
Arcturus Hopkirk,14,4,Ravenclaw
Buckbeak Pince,12,3,Ravenclaw
Golgomath Dursley,5,3,Ravenclaw
Malkin Evans,11,5,Hufflepuff
Malkin Figg,1,5,Gryffindor
Ignotus Dedalus,2,2,Slytherin
Piers Midgeon,15,4,Ravenclaw
Crookshanks Goshawk,15,2,Ravenclaw
Hannah Warbeck,13,4,Ravenclaw
Terence Clagg,6,6,Gryffindor
Agatha Delaney-Podmore,12,5,Ravenclaw
Fat Friar Finnigan,11,4,Hufflepuff
Sturgis Parkinson,11,6,Hufflepuff
Michael Jigger,3,5,Slytherin
Ignotus Krum,7,3,Gryffindor
Stan Granger,3,3,Slytherin
Kreacher Podmore,1,4,Gryffindor
Alastor Mumps,14,2,Ravenclaw
Bob Hooch,4,5,Slytherin
Cassius Dippet,8,3,Hufflepuff
Pius Murray,5,3,Ravenclaw
Arcturus Quirrell,16,2,Ravenclaw
Cassandra Grubbly-Plank,11,5,Hufflepuff
Amelia Susan Coote,16,5,Ravenclaw
Avery Tonks,13,5,Ravenclaw
Wilfred Vulchanov,13,5,Ravenclaw
Silvanus MacMillian,13,5,Ravenclaw
MykewÂ Zabini,15,6,Ravenclaw
Trevor Vane,13,6,Ravenclaw
Marge MacNair,8,5,Hufflepuff
Emmeline Bragge,6,3,Gryffindor
Bogrod Jordan,6,3,Gryffindor
Pius Tonks,6,6,Gryffindor
Jean Slinkhard,3,3,Slytherin
Quentin Kirke,12,2,Ravenclaw
Cuthbert Carrow,9,4,Slytherin
Cadmus Thickey,9,2,Slytherin
Kevin Riddle,2,2,Slytherin
Antioch Thicknesse,6,2,Gryffindor
Phineas Nigellus Cresswell,10,6,Hufflepuff
Miranda Pince,11,4,Hufflepuff
Godric Purkiss,6,4,Gryffindor
Quintius Snape,9,3,Slytherin
Bathilda Bulstrode,4,2,Slytherin
Amos Cresswell,12,6,Ravenclaw
Cho Trelawney,13,5,Ravenclaw
Patrick Purkiss,3,4,Slytherin
Quentin Crockford,3,6,Slytherin
Irma Black,7,3,Gryffindor
Ptolemy Marchbanks,4,3,Slytherin
Jugson Perks,5,5,Ravenclaw
Piers Cresswell,10,6,Hufflepuff
Moran Zeller,9,4,Slytherin
Bertha Jordan,3,3,Slytherin
Araminta Millicent,2,3,Slytherin
Kreacher Hopkirk,11,6,Hufflepuff
Daisy Podmore,8,6,Hufflepuff
Doris Mimsey-Porpington,11,3,Hufflepuff
Ariana Grindelwald,10,5,Hufflepuff
Fleur Clagg,1,6,Gryffindor
Lavender Rookwood,9,3,Slytherin
Hestia Johnson,11,4,Hufflepuff
Errol Wood,9,4,Slytherin
Uric Jordan,16,6,Ravenclaw
Bellatrix Potter,16,4,Ravenclaw
Dirk Dippet,8,5,Hufflepuff
Neville Perks,10,6,Hufflepuff
Fawkes Derwent,16,2,Ravenclaw
Hassan Mundungus,12,5,Ravenclaw
Rowena Clearwater,4,2,Slytherin
Travers Ravenclaw,7,6,Gryffindor
Marietta Clearwater,6,6,Gryffindor
Avery Helga,3,2,Slytherin
Snuffles Dolohov,16,2,Ravenclaw
Lucius Clearwater,2,6,Slytherin
Neville Jordan,13,6,Ravenclaw
Wilkie Midgeon,15,5,Ravenclaw
Angelina Fletcher,15,2,Ravenclaw
Emmeline Dursley,9,3,Slytherin
Susan Sprout,14,4,Ravenclaw
Aberforth Pettigrew,16,4,Ravenclaw
Lavender Morgan,1,5,Gryffindor
Filius Boardman,6,5,Gryffindor
Antonin Morgan,14,3,Ravenclaw
Blaise Bagman,2,4,Slytherin
Severus Switch,7,5,Gryffindor
Emmeline Dedalus,8,5,Hufflepuff
Cormac Trelawney,8,2,Hufflepuff
Wendelin Smith,5,4,Ravenclaw
Helena Jordan,7,6,Gryffindor
Jugson Pennifold,6,6,Gryffindor
Viktor Pennifold,5,3,Ravenclaw
Nymphadora Umbridge,15,2,Ravenclaw
Dobby Helga,2,4,Slytherin
Nicolas Brown,10,3,Hufflepuff
Nagini McLaggen,16,5,Ravenclaw
Elfrida Vane,11,3,Hufflepuff
Argus Peakes,13,4,Ravenclaw
Cuthbert Smith,16,6,Ravenclaw
Gabrielle Rookwood,1,6,Gryffindor
Alphard Johnson,1,4,Gryffindor
Sirius Trimble,1,6,Gryffindor
Theodore Peverell,11,3,Hufflepuff
Ernie Higgs,1,6,Gryffindor
Alicia Bulstrode,4,6,Slytherin
Eloise McClaggen,9,6,Slytherin
Frank Rosier,8,6,Hufflepuff
Wendelin Whisp,3,6,Slytherin
Rolanda Slytherin,14,5,Ravenclaw
Hermione Doreen,2,4,Slytherin
Alberic Mostafa,11,3,Hufflepuff
Hengist of Woodcroft Doge,2,4,Slytherin
Moony Granger,13,3,Ravenclaw
Gregory the Smarmy Pennifold,2,4,Slytherin
Elladora Jones,1,4,Gryffindor
Peter Ravenclaw,4,4,Slytherin
Dilys Snape,8,5,Hufflepuff
You-Know-Who Meliflua,14,5,Ravenclaw
Ron Crockford,13,4,Ravenclaw
Terence Edgecombe,12,4,Ravenclaw
Bill Corner,13,5,Ravenclaw
Gladys Hagrid,14,3,Ravenclaw
Pigwidgeon Shacklebolt,2,2,Slytherin
Broderick Davies,12,4,Ravenclaw
Kingsley Potter,16,3,Ravenclaw
Tom Trimble,11,2,Hufflepuff
Bogrod Diggle,9,4,Slytherin
Helena Dursley,11,4,Hufflepuff
Ariana Twycross,16,4,Ravenclaw
Avery Crouch,14,2,Ravenclaw
Andrew Cresswell,6,2,Gryffindor
Theodore Grubbly-Plank,7,6,Gryffindor
Norbert Delacour,4,2,Slytherin
Wilkie Millicent,9,6,Slytherin
Lavender Hagrid,15,5,Ravenclaw
George Trimble,10,2,Hufflepuff
Reginald Bagman,6,4,Gryffindor
Mafalda Umbridge,2,5,Slytherin
Cassandra Podmore,10,2,Hufflepuff
Anthony Cattermole,13,4,Ravenclaw
Hassan MacNair,11,4,Hufflepuff
Firenze Sprout,1,5,Gryffindor
Florean Fortescue,13,5,Ravenclaw
Minerva Flitwick,5,5,Ravenclaw
Gilderoy Bagshot,13,2,Ravenclaw
Marcus Shacklebolt,11,3,Hufflepuff
Patrick Finnigan,5,6,Ravenclaw
Inigo Mundungus,5,4,Ravenclaw
Aragog Davies,6,2,Gryffindor
Beedle Flint,3,5,Slytherin
Ivan Zograf,9,2,Slytherin
John Kettleburn,2,5,Slytherin
Ptolemy Filch,10,3,Hufflepuff
Severus Derwent,2,6,Slytherin
Xenophilius Goshawk,14,3,Ravenclaw
Alicia Riddle,14,4,Ravenclaw
Moaning Myrtle Thicknesse,13,2,Ravenclaw
Scabbers Gaunt,10,6,Hufflepuff
Quigley Gryffindor,3,6,Slytherin
Emmeline Lestrange,6,5,Gryffindor
Elfrida Midgeon,11,3,Hufflepuff
Nicolas Podmore,1,2,Gryffindor
Hokey Trimble,7,5,Gryffindor
Edgar Ivanova,5,3,Ravenclaw
Terence Higgs,7,5,Gryffindor
Jean Meliflua,4,4,Slytherin
Cuthbert Goyle,1,3,Gryffindor
Irma Mundungus,16,3,Ravenclaw
Violet Turpin,14,2,Ravenclaw
Modesty Finnigan,15,2,Ravenclaw
Scabior Midgeon,6,3,Gryffindor
Lucius Goyle,14,3,Ravenclaw
Jean Vane,11,6,Hufflepuff
Parvati McLaggen,3,5,Slytherin
Victoire Mundungus,14,2,Ravenclaw
Frank Podmore,7,3,Gryffindor
Rose Umbridge,3,5,Slytherin
Newton Mumps,11,3,Hufflepuff
Amelia Susan Mumps,7,4,Gryffindor
Wendelin Sprout,13,4,Ravenclaw
Troy Goyle,2,3,Slytherin
Dobby Robins,9,5,Slytherin
Ernie Maxime,1,2,Gryffindor
Bellatrix Prince,5,4,Ravenclaw
Dudley Moody,3,4,Slytherin
Griselda MacFarlan,6,3,Gryffindor
Jugson Evans,5,5,Ravenclaw
Hannah Weasley,5,2,Ravenclaw
Tenebrus Grubbly-Plank,4,6,Slytherin
Nagini Thicknesse,9,5,Slytherin
Wormtail Mumps,10,2,Hufflepuff
Barnabas the Barmy Shacklebolt,13,3,Ravenclaw
Griselda Trelawney,10,3,Hufflepuff
Mosag Jigger,14,3,Ravenclaw
Luna Smith,10,5,Hufflepuff
Cassius Imago,15,3,Ravenclaw
Kreacher Warrington,16,4,Ravenclaw
Dennis Tonks,11,4,Hufflepuff
Thomas Rabnott,16,6,Ravenclaw
Snivellus Grunnion,15,2,Ravenclaw
Hengist of Woodcroft Crabbe,11,2,Hufflepuff
Ivan Vulchanov,4,6,Slytherin
Miranda Clearwater,4,5,Slytherin
Broderick Derwent,2,5,Slytherin
